Orthogroup	Mcap.protein	Pocillopora_acuta_PredGenes_experimental_v1.transcripts.pep
OG0035363		Pocillopora_acuta_PredGene_experimental___TCONS_00050041.p1
OG0035364		Pocillopora_acuta_PredGene_experimental___TCONS_00050069.p1
OG0035365		Pocillopora_acuta_PredGene_experimental___TCONS_00050078.p2
OG0035366		Pocillopora_acuta_PredGene_experimental___TCONS_00050114.p2
OG0035367		Pocillopora_acuta_PredGene_experimental___TCONS_00050122.p1
OG0035368		Pocillopora_acuta_PredGene_experimental___TCONS_00050131.p1
OG0035369		Pocillopora_acuta_PredGene_experimental___TCONS_00050140.p1
OG0035370		Pocillopora_acuta_PredGene_experimental___TCONS_00050150.p1
OG0035371		Pocillopora_acuta_PredGene_experimental___TCONS_00050158.p1
OG0035372		Pocillopora_acuta_PredGene_experimental___TCONS_00050164.p1
OG0035373		Pocillopora_acuta_PredGene_experimental___TCONS_00050179.p1
OG0035374		Pocillopora_acuta_PredGene_experimental___TCONS_00050203.p1
OG0035375		Pocillopora_acuta_PredGene_experimental___TCONS_00050210.p1
OG0035376		Pocillopora_acuta_PredGene_experimental___TCONS_00050250.p1
OG0035377		Pocillopora_acuta_PredGene_experimental___TCONS_00050260.p1
OG0035378		Pocillopora_acuta_PredGene_experimental___TCONS_00050270.p1
OG0035379		Pocillopora_acuta_PredGene_experimental___TCONS_00050278.p1
OG0035380		Pocillopora_acuta_PredGene_experimental___TCONS_00050296.p1
OG0035381		Pocillopora_acuta_PredGene_experimental___TCONS_00050308.p1
OG0035382		Pocillopora_acuta_PredGene_experimental___TCONS_00050314.p1
OG0035383		Pocillopora_acuta_PredGene_experimental___TCONS_00050341.p1
OG0035384		Pocillopora_acuta_PredGene_experimental___TCONS_00050348.p1
OG0035385		Pocillopora_acuta_PredGene_experimental___TCONS_00050355.p1
OG0035386		Pocillopora_acuta_PredGene_experimental___TCONS_00050356.p1
OG0035387		Pocillopora_acuta_PredGene_experimental___TCONS_00050376.p1
OG0035388		Pocillopora_acuta_PredGene_experimental___TCONS_00050380.p2
OG0035389		Pocillopora_acuta_PredGene_experimental___TCONS_00050382.p1
OG0035390		Pocillopora_acuta_PredGene_experimental___TCONS_00050384.p1
OG0035391		Pocillopora_acuta_PredGene_experimental___TCONS_00050387.p1
OG0035392		Pocillopora_acuta_PredGene_experimental___TCONS_00050422.p1
OG0035393		Pocillopora_acuta_PredGene_experimental___TCONS_00050423.p1
OG0035394		Pocillopora_acuta_PredGene_experimental___TCONS_00050425.p1
OG0035395		Pocillopora_acuta_PredGene_experimental___TCONS_00050433.p1
OG0035396		Pocillopora_acuta_PredGene_experimental___TCONS_00050457.p1
OG0035397		Pocillopora_acuta_PredGene_experimental___TCONS_00050465.p1
OG0035398		Pocillopora_acuta_PredGene_experimental___TCONS_00050466.p1
OG0035399		Pocillopora_acuta_PredGene_experimental___TCONS_00050475.p1
OG0035400		Pocillopora_acuta_PredGene_experimental___TCONS_00050495.p2
OG0035401		Pocillopora_acuta_PredGene_experimental___TCONS_00050496.p1
OG0035402		Pocillopora_acuta_PredGene_experimental___TCONS_00050497.p1
OG0035403		Pocillopora_acuta_PredGene_experimental___TCONS_00050498.p1
OG0035404		Pocillopora_acuta_PredGene_experimental___TCONS_00050499.p1
OG0035405		Pocillopora_acuta_PredGene_experimental___TCONS_00050500.p1
OG0035406		Pocillopora_acuta_PredGene_experimental___TCONS_00050503.p4
OG0035407		Pocillopora_acuta_PredGene_experimental___TCONS_00050515.p1
OG0035408		Pocillopora_acuta_PredGene_experimental___TCONS_00050516.p1
OG0035409		Pocillopora_acuta_PredGene_experimental___TCONS_00050518.p1
OG0035410		Pocillopora_acuta_PredGene_experimental___TCONS_00050534.p3
OG0035411		Pocillopora_acuta_PredGene_experimental___TCONS_00050534.p1
OG0035412		Pocillopora_acuta_PredGene_experimental___TCONS_00050548.p1
OG0035413		Pocillopora_acuta_PredGene_experimental___TCONS_00050563.p1
OG0035414		Pocillopora_acuta_PredGene_experimental___TCONS_00050569.p1
OG0035415		Pocillopora_acuta_PredGene_experimental___TCONS_00050594.p1
OG0035416		Pocillopora_acuta_PredGene_experimental___TCONS_00050608.p1
OG0035417		Pocillopora_acuta_PredGene_experimental___TCONS_00050612.p1
OG0035418		Pocillopora_acuta_PredGene_experimental___TCONS_00050618.p1
OG0035419		Pocillopora_acuta_PredGene_experimental___TCONS_00050621.p1
OG0035420		Pocillopora_acuta_PredGene_experimental___TCONS_00050624.p1
OG0035421		Pocillopora_acuta_PredGene_experimental___TCONS_00050627.p1
OG0035422		Pocillopora_acuta_PredGene_experimental___TCONS_00050634.p1
OG0035423		Pocillopora_acuta_PredGene_experimental___TCONS_00050640.p1
OG0035424		Pocillopora_acuta_PredGene_experimental___TCONS_00050660.p1
OG0035425		Pocillopora_acuta_PredGene_experimental___TCONS_00050668.p2
OG0035426		Pocillopora_acuta_PredGene_experimental___TCONS_00050668.p1
OG0035427		Pocillopora_acuta_PredGene_experimental___TCONS_00050674.p1
OG0035428		Pocillopora_acuta_PredGene_experimental___TCONS_00050675.p1
OG0035429		Pocillopora_acuta_PredGene_experimental___TCONS_00050676.p1
OG0035430		Pocillopora_acuta_PredGene_experimental___TCONS_00050677.p1
OG0035431		Pocillopora_acuta_PredGene_experimental___TCONS_00050680.p1
OG0035432		Pocillopora_acuta_PredGene_experimental___TCONS_00050688.p1
OG0035433		Pocillopora_acuta_PredGene_experimental___TCONS_00050692.p1
OG0035434		Pocillopora_acuta_PredGene_experimental___TCONS_00050696.p3
OG0035435		Pocillopora_acuta_PredGene_experimental___TCONS_00050718.p2
OG0035436		Pocillopora_acuta_PredGene_experimental___TCONS_00050724.p1
OG0035437		Pocillopora_acuta_PredGene_experimental___TCONS_00050744.p1
OG0035438		Pocillopora_acuta_PredGene_experimental___TCONS_00050747.p1
OG0035439		Pocillopora_acuta_PredGene_experimental___TCONS_00050761.p1
OG0035440		Pocillopora_acuta_PredGene_experimental___TCONS_00050767.p1
OG0035441		Pocillopora_acuta_PredGene_experimental___TCONS_00050770.p1
OG0035442		Pocillopora_acuta_PredGene_experimental___TCONS_00050820.p1
OG0035443		Pocillopora_acuta_PredGene_experimental___TCONS_00050825.p1
OG0035444		Pocillopora_acuta_PredGene_experimental___TCONS_00050840.p1
OG0035445		Pocillopora_acuta_PredGene_experimental___TCONS_00050849.p1
OG0035446		Pocillopora_acuta_PredGene_experimental___TCONS_00050852.p1
OG0035447		Pocillopora_acuta_PredGene_experimental___TCONS_00050854.p1
OG0035448		Pocillopora_acuta_PredGene_experimental___TCONS_00050863.p2
OG0035449		Pocillopora_acuta_PredGene_experimental___TCONS_00050871.p1
OG0035450		Pocillopora_acuta_PredGene_experimental___TCONS_00050872.p1
OG0035451		Pocillopora_acuta_PredGene_experimental___TCONS_00050874.p1
OG0035452		Pocillopora_acuta_PredGene_experimental___TCONS_00050876.p1
OG0035453		Pocillopora_acuta_PredGene_experimental___TCONS_00050877.p1
OG0035454		Pocillopora_acuta_PredGene_experimental___TCONS_00050900.p1
OG0035455		Pocillopora_acuta_PredGene_experimental___TCONS_00050939.p1
OG0035456		Pocillopora_acuta_PredGene_experimental___TCONS_00050941.p1
OG0035457		Pocillopora_acuta_PredGene_experimental___TCONS_00050942.p1
OG0035458		Pocillopora_acuta_PredGene_experimental___TCONS_00050961.p3
OG0035459		Pocillopora_acuta_PredGene_experimental___TCONS_00050961.p2
OG0035460		Pocillopora_acuta_PredGene_experimental___TCONS_00050964.p1
OG0035461		Pocillopora_acuta_PredGene_experimental___TCONS_00050982.p1
OG0035462		Pocillopora_acuta_PredGene_experimental___TCONS_00050984.p2
OG0035463		Pocillopora_acuta_PredGene_experimental___TCONS_00050993.p1
OG0035464		Pocillopora_acuta_PredGene_experimental___TCONS_00051002.p1
OG0035465		Pocillopora_acuta_PredGene_experimental___TCONS_00051003.p1
OG0035466		Pocillopora_acuta_PredGene_experimental___TCONS_00051003.p2
OG0035467		Pocillopora_acuta_PredGene_experimental___TCONS_00051006.p1
OG0035468		Pocillopora_acuta_PredGene_experimental___TCONS_00051007.p1
OG0035469		Pocillopora_acuta_PredGene_experimental___TCONS_00051039.p2
OG0035470		Pocillopora_acuta_PredGene_experimental___TCONS_00051059.p1
OG0035471		Pocillopora_acuta_PredGene_experimental___TCONS_00051060.p1
OG0035472		Pocillopora_acuta_PredGene_experimental___TCONS_00051061.p2
OG0035473		Pocillopora_acuta_PredGene_experimental___TCONS_00051061.p1
OG0035474		Pocillopora_acuta_PredGene_experimental___TCONS_00051063.p1
OG0035475		Pocillopora_acuta_PredGene_experimental___TCONS_00051064.p1
OG0035476		Pocillopora_acuta_PredGene_experimental___TCONS_00051065.p1
OG0035477		Pocillopora_acuta_PredGene_experimental___TCONS_00051067.p1
OG0035478		Pocillopora_acuta_PredGene_experimental___TCONS_00051070.p1
OG0035479		Pocillopora_acuta_PredGene_experimental___TCONS_00051074.p1
OG0035480		Pocillopora_acuta_PredGene_experimental___TCONS_00051075.p1
OG0035481		Pocillopora_acuta_PredGene_experimental___TCONS_00051078.p1
OG0035482		Pocillopora_acuta_PredGene_experimental___TCONS_00051090.p1
OG0035483		Pocillopora_acuta_PredGene_experimental___TCONS_00051094.p1
OG0035484		Pocillopora_acuta_PredGene_experimental___TCONS_00051101.p1
OG0035485		Pocillopora_acuta_PredGene_experimental___TCONS_00051102.p1
OG0035486		Pocillopora_acuta_PredGene_experimental___TCONS_00051104.p2
OG0035487		Pocillopora_acuta_PredGene_experimental___TCONS_00051116.p1
OG0035488		Pocillopora_acuta_PredGene_experimental___TCONS_00051121.p1
OG0035489		Pocillopora_acuta_PredGene_experimental___TCONS_00051133.p1
OG0035490		Pocillopora_acuta_PredGene_experimental___TCONS_00051134.p1
OG0035491		Pocillopora_acuta_PredGene_experimental___TCONS_00051151.p1
OG0035492		Pocillopora_acuta_PredGene_experimental___TCONS_00051172.p1
OG0035493		Pocillopora_acuta_PredGene_experimental___TCONS_00051185.p1
OG0035494		Pocillopora_acuta_PredGene_experimental___TCONS_00051208.p1
OG0035495		Pocillopora_acuta_PredGene_experimental___TCONS_00051211.p1
OG0035496		Pocillopora_acuta_PredGene_experimental___TCONS_00051220.p1
OG0035497		Pocillopora_acuta_PredGene_experimental___TCONS_00051243.p1
OG0035498		Pocillopora_acuta_PredGene_experimental___TCONS_00051244.p1
OG0035499		Pocillopora_acuta_PredGene_experimental___TCONS_00051246.p1
OG0035500		Pocillopora_acuta_PredGene_experimental___TCONS_00051276.p1
OG0035501		Pocillopora_acuta_PredGene_experimental___TCONS_00051282.p1
OG0035502		Pocillopora_acuta_PredGene_experimental___TCONS_00051300.p1
OG0035503		Pocillopora_acuta_PredGene_experimental___TCONS_00051321.p1
OG0035504		Pocillopora_acuta_PredGene_experimental___TCONS_00051336.p1
OG0035505		Pocillopora_acuta_PredGene_experimental___TCONS_00051350.p1
OG0035506		Pocillopora_acuta_PredGene_experimental___TCONS_00051350.p2
OG0035507		Pocillopora_acuta_PredGene_experimental___TCONS_00051353.p1
OG0035508		Pocillopora_acuta_PredGene_experimental___TCONS_00051372.p1
OG0035509		Pocillopora_acuta_PredGene_experimental___TCONS_00051372.p2
OG0035510		Pocillopora_acuta_PredGene_experimental___TCONS_00051374.p1
OG0035511		Pocillopora_acuta_PredGene_experimental___TCONS_00051414.p1
OG0035512		Pocillopora_acuta_PredGene_experimental___TCONS_00051442.p1
OG0035513		Pocillopora_acuta_PredGene_experimental___TCONS_00051483.p1
OG0035514		Pocillopora_acuta_PredGene_experimental___TCONS_00051489.p1
OG0035515		Pocillopora_acuta_PredGene_experimental___TCONS_00051491.p2
OG0035516		Pocillopora_acuta_PredGene_experimental___TCONS_00051491.p1
OG0035517		Pocillopora_acuta_PredGene_experimental___TCONS_00051495.p1
OG0035518		Pocillopora_acuta_PredGene_experimental___TCONS_00051497.p2
OG0035519		Pocillopora_acuta_PredGene_experimental___TCONS_00051498.p2
OG0035520		Pocillopora_acuta_PredGene_experimental___TCONS_00051501.p1
OG0035521		Pocillopora_acuta_PredGene_experimental___TCONS_00051502.p1
OG0035522		Pocillopora_acuta_PredGene_experimental___TCONS_00051514.p2
OG0035523		Pocillopora_acuta_PredGene_experimental___TCONS_00051529.p1
OG0035524		Pocillopora_acuta_PredGene_experimental___TCONS_00051530.p1
OG0035525		Pocillopora_acuta_PredGene_experimental___TCONS_00051531.p1
OG0035526		Pocillopora_acuta_PredGene_experimental___TCONS_00051532.p1
OG0035527		Pocillopora_acuta_PredGene_experimental___TCONS_00051533.p1
OG0035528		Pocillopora_acuta_PredGene_experimental___TCONS_00051563.p1
OG0035529		Pocillopora_acuta_PredGene_experimental___TCONS_00051564.p1
OG0035530		Pocillopora_acuta_PredGene_experimental___TCONS_00051600.p2
OG0035531		Pocillopora_acuta_PredGene_experimental___TCONS_00051609.p1
OG0035532		Pocillopora_acuta_PredGene_experimental___TCONS_00051627.p1
OG0035533		Pocillopora_acuta_PredGene_experimental___TCONS_00051628.p1
OG0035534		Pocillopora_acuta_PredGene_experimental___TCONS_00051636.p2
OG0035535		Pocillopora_acuta_PredGene_experimental___TCONS_00051642.p1
OG0035536		Pocillopora_acuta_PredGene_experimental___TCONS_00051644.p1
OG0035537		Pocillopora_acuta_PredGene_experimental___TCONS_00051648.p1
OG0035538		Pocillopora_acuta_PredGene_experimental___TCONS_00051663.p1
OG0035539		Pocillopora_acuta_PredGene_experimental___TCONS_00051666.p1
OG0035540		Pocillopora_acuta_PredGene_experimental___TCONS_00051669.p1
OG0035541		Pocillopora_acuta_PredGene_experimental___TCONS_00051686.p1
OG0035542		Pocillopora_acuta_PredGene_experimental___TCONS_00051690.p1
OG0035543		Pocillopora_acuta_PredGene_experimental___TCONS_00051705.p1
OG0035544		Pocillopora_acuta_PredGene_experimental___TCONS_00051711.p2
OG0035545		Pocillopora_acuta_PredGene_experimental___TCONS_00051713.p2
OG0035546		Pocillopora_acuta_PredGene_experimental___TCONS_00051713.p1
OG0035547		Pocillopora_acuta_PredGene_experimental___TCONS_00051727.p1
OG0035548		Pocillopora_acuta_PredGene_experimental___TCONS_00051750.p1
OG0035549		Pocillopora_acuta_PredGene_experimental___TCONS_00051753.p2
OG0035550		Pocillopora_acuta_PredGene_experimental___TCONS_00051755.p3
OG0035551		Pocillopora_acuta_PredGene_experimental___TCONS_00051758.p1
OG0035552		Pocillopora_acuta_PredGene_experimental___TCONS_00051769.p1
OG0035553		Pocillopora_acuta_PredGene_experimental___TCONS_00051785.p1
OG0035554		Pocillopora_acuta_PredGene_experimental___TCONS_00051786.p1
OG0035555		Pocillopora_acuta_PredGene_experimental___TCONS_00051789.p1
OG0035556		Pocillopora_acuta_PredGene_experimental___TCONS_00051792.p1
OG0035557		Pocillopora_acuta_PredGene_experimental___TCONS_00051794.p2
OG0035558		Pocillopora_acuta_PredGene_experimental___TCONS_00051794.p1
OG0035559		Pocillopora_acuta_PredGene_experimental___TCONS_00051807.p1
OG0035560		Pocillopora_acuta_PredGene_experimental___TCONS_00051814.p1
OG0035561		Pocillopora_acuta_PredGene_experimental___TCONS_00051818.p1
OG0035562		Pocillopora_acuta_PredGene_experimental___TCONS_00051819.p3
OG0035563		Pocillopora_acuta_PredGene_experimental___TCONS_00051821.p1
OG0035564		Pocillopora_acuta_PredGene_experimental___TCONS_00051823.p1
OG0035565		Pocillopora_acuta_PredGene_experimental___TCONS_00051824.p1
OG0035566		Pocillopora_acuta_PredGene_experimental___TCONS_00051825.p1
OG0035567		Pocillopora_acuta_PredGene_experimental___TCONS_00051836.p1
OG0035568		Pocillopora_acuta_PredGene_experimental___TCONS_00051864.p1
OG0035569		Pocillopora_acuta_PredGene_experimental___TCONS_00051865.p1
OG0035570		Pocillopora_acuta_PredGene_experimental___TCONS_00051866.p1
OG0035571		Pocillopora_acuta_PredGene_experimental___TCONS_00051874.p1
OG0035572		Pocillopora_acuta_PredGene_experimental___TCONS_00051876.p2
OG0035573		Pocillopora_acuta_PredGene_experimental___TCONS_00051891.p2
OG0035574		Pocillopora_acuta_PredGene_experimental___TCONS_00051891.p1
OG0035575		Pocillopora_acuta_PredGene_experimental___TCONS_00051893.p1
OG0035576		Pocillopora_acuta_PredGene_experimental___TCONS_00051898.p2
OG0035577		Pocillopora_acuta_PredGene_experimental___TCONS_00051913.p2
OG0035578		Pocillopora_acuta_PredGene_experimental___TCONS_00051913.p1
OG0035579		Pocillopora_acuta_PredGene_experimental___TCONS_00051920.p1
OG0035580		Pocillopora_acuta_PredGene_experimental___TCONS_00051927.p2
OG0035581		Pocillopora_acuta_PredGene_experimental___TCONS_00051927.p1
OG0035582		Pocillopora_acuta_PredGene_experimental___TCONS_00051930.p1
OG0035583		Pocillopora_acuta_PredGene_experimental___TCONS_00051933.p1
OG0035584		Pocillopora_acuta_PredGene_experimental___TCONS_00051955.p1
OG0035585		Pocillopora_acuta_PredGene_experimental___TCONS_00051960.p2
OG0035586		Pocillopora_acuta_PredGene_experimental___TCONS_00051962.p1
OG0035587		Pocillopora_acuta_PredGene_experimental___TCONS_00052002.p1
OG0035588		Pocillopora_acuta_PredGene_experimental___TCONS_00052006.p2
OG0035589		Pocillopora_acuta_PredGene_experimental___TCONS_00052016.p1
OG0035590		Pocillopora_acuta_PredGene_experimental___TCONS_00052017.p1
OG0035591		Pocillopora_acuta_PredGene_experimental___TCONS_00052019.p1
OG0035592		Pocillopora_acuta_PredGene_experimental___TCONS_00052034.p1
OG0035593		Pocillopora_acuta_PredGene_experimental___TCONS_00052053.p2
OG0035594		Pocillopora_acuta_PredGene_experimental___TCONS_00052054.p2
OG0035595		Pocillopora_acuta_PredGene_experimental___TCONS_00052061.p1
OG0035596		Pocillopora_acuta_PredGene_experimental___TCONS_00052065.p2
OG0035597		Pocillopora_acuta_PredGene_experimental___TCONS_00052065.p1
OG0035598		Pocillopora_acuta_PredGene_experimental___TCONS_00052067.p1
OG0035599		Pocillopora_acuta_PredGene_experimental___TCONS_00052068.p2
OG0035600		Pocillopora_acuta_PredGene_experimental___TCONS_00052068.p1
OG0035601		Pocillopora_acuta_PredGene_experimental___TCONS_00052069.p1
OG0035602		Pocillopora_acuta_PredGene_experimental___TCONS_00052079.p2
OG0035603		Pocillopora_acuta_PredGene_experimental___TCONS_00052089.p2
OG0035604		Pocillopora_acuta_PredGene_experimental___TCONS_00052089.p1
OG0035605		Pocillopora_acuta_PredGene_experimental___TCONS_00052097.p3
OG0035606		Pocillopora_acuta_PredGene_experimental___TCONS_00052103.p3
OG0035607		Pocillopora_acuta_PredGene_experimental___TCONS_00052114.p1
OG0035608		Pocillopora_acuta_PredGene_experimental___TCONS_00052115.p1
OG0035609		Pocillopora_acuta_PredGene_experimental___TCONS_00052116.p1
OG0035610		Pocillopora_acuta_PredGene_experimental___TCONS_00052117.p1
OG0035611		Pocillopora_acuta_PredGene_experimental___TCONS_00052117.p3
OG0035612		Pocillopora_acuta_PredGene_experimental___TCONS_00052118.p1
OG0035613		Pocillopora_acuta_PredGene_experimental___TCONS_00052119.p1
OG0035614		Pocillopora_acuta_PredGene_experimental___TCONS_00052120.p1
OG0035615		Pocillopora_acuta_PredGene_experimental___TCONS_00052121.p1
OG0035616		Pocillopora_acuta_PredGene_experimental___TCONS_00052134.p1
OG0035617		Pocillopora_acuta_PredGene_experimental___TCONS_00052135.p1
OG0035618		Pocillopora_acuta_PredGene_experimental___TCONS_00052136.p3
OG0035619		Pocillopora_acuta_PredGene_experimental___TCONS_00052136.p1
OG0035620		Pocillopora_acuta_PredGene_experimental___TCONS_00052144.p4
OG0035621		Pocillopora_acuta_PredGene_experimental___TCONS_00052147.p1
OG0035622		Pocillopora_acuta_PredGene_experimental___TCONS_00052165.p1
OG0035623		Pocillopora_acuta_PredGene_experimental___TCONS_00052166.p1
OG0035624		Pocillopora_acuta_PredGene_experimental___TCONS_00052177.p1
OG0035625		Pocillopora_acuta_PredGene_experimental___TCONS_00052178.p1
OG0035626		Pocillopora_acuta_PredGene_experimental___TCONS_00052179.p1
OG0035627		Pocillopora_acuta_PredGene_experimental___TCONS_00052183.p2
OG0035628		Pocillopora_acuta_PredGene_experimental___TCONS_00052184.p2
OG0035629		Pocillopora_acuta_PredGene_experimental___TCONS_00052187.p1
OG0035630		Pocillopora_acuta_PredGene_experimental___TCONS_00052191.p1
OG0035631		Pocillopora_acuta_PredGene_experimental___TCONS_00052194.p1
OG0035632		Pocillopora_acuta_PredGene_experimental___TCONS_00052195.p1
OG0035633		Pocillopora_acuta_PredGene_experimental___TCONS_00052197.p1
OG0035634		Pocillopora_acuta_PredGene_experimental___TCONS_00052199.p1
OG0035635		Pocillopora_acuta_PredGene_experimental___TCONS_00052205.p2
OG0035636		Pocillopora_acuta_PredGene_experimental___TCONS_00052212.p2
OG0035637		Pocillopora_acuta_PredGene_experimental___TCONS_00052217.p1
OG0035638		Pocillopora_acuta_PredGene_experimental___TCONS_00052222.p2
OG0035639		Pocillopora_acuta_PredGene_experimental___TCONS_00052225.p1
OG0035640		Pocillopora_acuta_PredGene_experimental___TCONS_00052228.p1
OG0035641		Pocillopora_acuta_PredGene_experimental___TCONS_00052229.p1
OG0035642		Pocillopora_acuta_PredGene_experimental___TCONS_00052231.p1
OG0035643		Pocillopora_acuta_PredGene_experimental___TCONS_00052232.p2
OG0035644		Pocillopora_acuta_PredGene_experimental___TCONS_00052232.p1
OG0035645		Pocillopora_acuta_PredGene_experimental___TCONS_00052250.p1
OG0035646		Pocillopora_acuta_PredGene_experimental___TCONS_00052251.p1
OG0035647		Pocillopora_acuta_PredGene_experimental___TCONS_00052252.p1
OG0035648		Pocillopora_acuta_PredGene_experimental___TCONS_00052254.p1
OG0035649		Pocillopora_acuta_PredGene_experimental___TCONS_00052257.p1
OG0035650		Pocillopora_acuta_PredGene_experimental___TCONS_00052264.p1
OG0035651		Pocillopora_acuta_PredGene_experimental___TCONS_00052265.p2
OG0035652		Pocillopora_acuta_PredGene_experimental___TCONS_00052266.p1
OG0035653		Pocillopora_acuta_PredGene_experimental___TCONS_00052297.p2
OG0035654		Pocillopora_acuta_PredGene_experimental___TCONS_00052297.p4
OG0035655		Pocillopora_acuta_PredGene_experimental___TCONS_00052298.p1
OG0035656		Pocillopora_acuta_PredGene_experimental___TCONS_00052300.p1
OG0035657		Pocillopora_acuta_PredGene_experimental___TCONS_00052307.p1
OG0035658		Pocillopora_acuta_PredGene_experimental___TCONS_00052319.p1
OG0035659		Pocillopora_acuta_PredGene_experimental___TCONS_00052324.p1
OG0035660		Pocillopora_acuta_PredGene_experimental___TCONS_00052328.p1
OG0035661		Pocillopora_acuta_PredGene_experimental___TCONS_00052338.p2
OG0035662		Pocillopora_acuta_PredGene_experimental___TCONS_00052338.p1
OG0035663		Pocillopora_acuta_PredGene_experimental___TCONS_00052345.p1
OG0035664		Pocillopora_acuta_PredGene_experimental___TCONS_00052346.p2
OG0035665		Pocillopora_acuta_PredGene_experimental___TCONS_00052353.p1
OG0035666		Pocillopora_acuta_PredGene_experimental___TCONS_00052354.p1
OG0035667		Pocillopora_acuta_PredGene_experimental___TCONS_00052355.p1
OG0035668		Pocillopora_acuta_PredGene_experimental___TCONS_00052373.p1
OG0035669		Pocillopora_acuta_PredGene_experimental___TCONS_00052377.p1
OG0035670		Pocillopora_acuta_PredGene_experimental___TCONS_00052382.p2
OG0035671		Pocillopora_acuta_PredGene_experimental___TCONS_00052386.p1
OG0035672		Pocillopora_acuta_PredGene_experimental___TCONS_00052404.p1
OG0035673		Pocillopora_acuta_PredGene_experimental___TCONS_00052417.p2
OG0035674		Pocillopora_acuta_PredGene_experimental___TCONS_00052417.p3
OG0035675		Pocillopora_acuta_PredGene_experimental___TCONS_00052436.p2
OG0035676		Pocillopora_acuta_PredGene_experimental___TCONS_00052436.p1
OG0035677		Pocillopora_acuta_PredGene_experimental___TCONS_00052442.p1
OG0035678		Pocillopora_acuta_PredGene_experimental___TCONS_00052444.p1
OG0035679		Pocillopora_acuta_PredGene_experimental___TCONS_00052459.p3
OG0035680		Pocillopora_acuta_PredGene_experimental___TCONS_00052465.p3
OG0035681		Pocillopora_acuta_PredGene_experimental___TCONS_00052500.p1
OG0035682		Pocillopora_acuta_PredGene_experimental___TCONS_00052527.p2
OG0035683		Pocillopora_acuta_PredGene_experimental___TCONS_00052553.p1
OG0035684		Pocillopora_acuta_PredGene_experimental___TCONS_00052556.p1
OG0035685		Pocillopora_acuta_PredGene_experimental___TCONS_00052561.p1
OG0035686		Pocillopora_acuta_PredGene_experimental___TCONS_00052579.p1
OG0035687		Pocillopora_acuta_PredGene_experimental___TCONS_00052581.p1
OG0035688		Pocillopora_acuta_PredGene_experimental___TCONS_00052592.p1
OG0035689		Pocillopora_acuta_PredGene_experimental___TCONS_00052608.p7
OG0035690		Pocillopora_acuta_PredGene_experimental___TCONS_00052610.p3
OG0035691		Pocillopora_acuta_PredGene_experimental___TCONS_00052613.p1
OG0035692		Pocillopora_acuta_PredGene_experimental___TCONS_00052622.p1
OG0035693		Pocillopora_acuta_PredGene_experimental___TCONS_00052629.p1
OG0035694		Pocillopora_acuta_PredGene_experimental___TCONS_00052634.p1
OG0035695		Pocillopora_acuta_PredGene_experimental___TCONS_00052634.p2
OG0035696		Pocillopora_acuta_PredGene_experimental___TCONS_00052647.p1
OG0035697		Pocillopora_acuta_PredGene_experimental___TCONS_00052652.p1
OG0035698		Pocillopora_acuta_PredGene_experimental___TCONS_00052677.p1
OG0035699		Pocillopora_acuta_PredGene_experimental___TCONS_00052700.p1
OG0035700		Pocillopora_acuta_PredGene_experimental___TCONS_00052730.p1
OG0035701		Pocillopora_acuta_PredGene_experimental___TCONS_00052731.p1
OG0035702		Pocillopora_acuta_PredGene_experimental___TCONS_00052732.p1
OG0035703		Pocillopora_acuta_PredGene_experimental___TCONS_00052735.p1
OG0035704		Pocillopora_acuta_PredGene_experimental___TCONS_00052740.p1
OG0035705		Pocillopora_acuta_PredGene_experimental___TCONS_00052756.p1
OG0035706		Pocillopora_acuta_PredGene_experimental___TCONS_00052761.p1
OG0035707		Pocillopora_acuta_PredGene_experimental___TCONS_00052790.p1
OG0035708		Pocillopora_acuta_PredGene_experimental___TCONS_00052801.p1
OG0035709		Pocillopora_acuta_PredGene_experimental___TCONS_00052802.p1
OG0035710		Pocillopora_acuta_PredGene_experimental___TCONS_00052827.p1
OG0035711		Pocillopora_acuta_PredGene_experimental___TCONS_00052840.p2
OG0035712		Pocillopora_acuta_PredGene_experimental___TCONS_00052853.p1
OG0035713		Pocillopora_acuta_PredGene_experimental___TCONS_00052854.p1
OG0035714		Pocillopora_acuta_PredGene_experimental___TCONS_00052855.p4
OG0035715		Pocillopora_acuta_PredGene_experimental___TCONS_00052876.p1
OG0035716		Pocillopora_acuta_PredGene_experimental___TCONS_00052888.p1
OG0035717		Pocillopora_acuta_PredGene_experimental___TCONS_00052905.p1
OG0035718		Pocillopora_acuta_PredGene_experimental___TCONS_00052906.p1
OG0035719		Pocillopora_acuta_PredGene_experimental___TCONS_00052924.p1
OG0035720		Pocillopora_acuta_PredGene_experimental___TCONS_00052933.p2
OG0035721		Pocillopora_acuta_PredGene_experimental___TCONS_00052935.p2
OG0035722		Pocillopora_acuta_PredGene_experimental___TCONS_00052935.p3
OG0035723		Pocillopora_acuta_PredGene_experimental___TCONS_00052958.p1
OG0035724		Pocillopora_acuta_PredGene_experimental___TCONS_00052961.p2
OG0035725		Pocillopora_acuta_PredGene_experimental___TCONS_00052961.p3
OG0035726		Pocillopora_acuta_PredGene_experimental___TCONS_00052963.p1
OG0035727		Pocillopora_acuta_PredGene_experimental___TCONS_00052963.p2
OG0035728		Pocillopora_acuta_PredGene_experimental___TCONS_00052979.p2
OG0035729		Pocillopora_acuta_PredGene_experimental___TCONS_00052986.p1
