Orthogroup	Mcap.protein	Pocillopora_acuta_PredGenes_experimental_v1.transcripts.pep	Total
OG0019492	1	1	2
OG0019493	1	1	2
OG0019494	1	1	2
OG0019495	1	1	2
OG0019496	1	1	2
OG0019497	1	1	2
OG0019498	1	1	2
OG0019499	1	1	2
OG0019500	1	1	2
OG0019501	1	1	2
OG0019502	1	1	2
OG0019503	1	1	2
OG0019504	1	1	2
OG0019505	2	0	2
OG0019506	1	1	2
OG0019507	1	1	2
OG0019508	1	1	2
OG0019509	1	1	2
OG0019510	1	1	2
OG0019511	1	1	2
OG0019512	1	1	2
OG0019513	1	1	2
OG0019514	1	1	2
OG0019515	1	1	2
OG0019516	1	1	2
OG0019517	1	1	2
OG0019518	1	1	2
OG0019519	1	1	2
OG0019520	1	1	2
OG0019521	2	0	2
OG0019522	2	0	2
OG0019523	1	1	2
OG0019524	1	1	2
OG0019525	1	1	2
OG0019526	1	1	2
OG0019527	1	1	2
OG0019528	1	1	2
OG0019529	1	1	2
OG0019530	1	1	2
OG0019531	1	1	2
OG0019532	1	1	2
OG0019533	1	1	2
OG0019534	1	1	2
OG0019535	1	1	2
OG0019536	1	1	2
OG0019537	1	1	2
OG0019538	1	1	2
OG0019539	1	1	2
OG0019540	1	1	2
OG0019541	1	1	2
OG0019542	1	1	2
OG0019543	1	1	2
OG0019544	1	1	2
OG0019545	1	1	2
OG0019546	1	1	2
OG0019547	1	1	2
OG0019548	1	1	2
OG0019549	2	0	2
OG0019550	1	1	2
OG0019551	1	1	2
OG0019552	1	1	2
OG0019553	1	1	2
OG0019554	1	1	2
OG0019555	1	1	2
OG0019556	1	1	2
OG0019557	1	1	2
OG0019558	1	1	2
OG0019559	2	0	2
OG0019560	1	1	2
OG0019561	1	1	2
OG0019562	1	1	2
OG0019563	1	1	2
OG0019564	1	1	2
OG0019565	1	1	2
OG0019566	1	1	2
OG0019567	1	1	2
OG0019568	1	1	2
OG0019569	2	0	2
OG0019570	1	1	2
OG0019571	1	1	2
OG0019572	2	0	2
OG0019573	1	1	2
OG0019574	2	0	2
OG0019575	1	1	2
OG0019576	1	1	2
OG0019577	1	1	2
OG0019578	2	0	2
OG0019579	1	1	2
OG0019580	2	0	2
OG0019581	1	1	2
OG0019582	2	0	2
OG0019583	2	0	2
OG0019584	2	0	2
OG0019585	2	0	2
OG0019586	1	1	2
OG0019587	2	0	2
OG0019588	1	1	2
OG0019589	1	1	2
OG0019590	2	0	2
OG0019591	1	1	2
OG0019592	1	1	2
OG0019593	1	1	2
OG0019594	1	1	2
OG0019595	1	1	2
OG0019596	1	1	2
OG0019597	1	1	2
OG0019598	1	1	2
OG0019599	1	1	2
OG0019600	1	1	2
OG0019601	1	1	2
OG0019602	2	0	2
OG0019603	2	0	2
OG0019604	2	0	2
OG0019605	2	0	2
OG0019606	1	1	2
OG0019607	1	1	2
OG0019608	1	1	2
OG0019609	1	1	2
OG0019610	1	1	2
OG0019611	1	1	2
OG0019612	1	1	2
OG0019613	1	1	2
OG0019614	1	1	2
OG0019615	1	1	2
OG0019616	2	0	2
OG0019617	2	0	2
OG0019618	1	1	2
OG0019619	1	1	2
OG0019620	1	1	2
OG0019621	1	1	2
OG0019622	1	1	2
OG0019623	1	1	2
OG0019624	1	1	2
OG0019625	1	1	2
OG0019626	2	0	2
OG0019627	1	1	2
OG0019628	1	1	2
OG0019629	1	1	2
OG0019630	1	1	2
OG0019631	1	1	2
OG0019632	1	1	2
OG0019633	1	1	2
OG0019634	1	1	2
OG0019635	1	1	2
OG0019636	1	1	2
OG0019637	1	1	2
OG0019638	2	0	2
OG0019639	1	1	2
OG0019640	1	1	2
OG0019641	1	1	2
OG0019642	1	1	2
OG0019643	1	1	2
OG0019644	1	1	2
OG0019645	1	1	2
OG0019646	1	1	2
OG0019647	1	1	2
OG0019648	2	0	2
OG0019649	1	1	2
OG0019650	1	1	2
OG0019651	1	1	2
OG0019652	1	1	2
OG0019653	1	1	2
OG0019654	1	1	2
OG0019655	1	1	2
OG0019656	1	1	2
OG0019657	1	1	2
OG0019658	1	1	2
OG0019659	1	1	2
OG0019660	1	1	2
OG0019661	2	0	2
OG0019662	1	1	2
OG0019663	1	1	2
OG0019664	1	1	2
OG0019665	1	1	2
OG0019666	1	1	2
OG0019667	2	0	2
OG0019668	2	0	2
OG0019669	1	1	2
OG0019670	2	0	2
OG0019671	1	1	2
OG0019672	1	1	2
OG0019673	1	1	2
OG0019674	1	1	2
OG0019675	1	1	2
OG0019676	1	1	2
OG0019677	1	1	2
OG0019678	1	1	2
OG0019679	1	1	2
OG0019680	1	1	2
OG0019681	1	1	2
OG0019682	1	1	2
OG0019683	1	1	2
OG0019684	1	1	2
OG0019685	1	1	2
OG0019686	1	1	2
OG0019687	1	1	2
OG0019688	1	1	2
OG0019689	1	1	2
OG0019690	1	1	2
OG0019691	1	1	2
OG0019692	1	1	2
OG0019693	1	1	2
OG0019694	2	0	2
OG0019695	2	0	2
OG0019696	1	1	2
OG0019697	1	1	2
OG0019698	2	0	2
OG0019699	1	1	2
OG0019700	1	1	2
OG0019701	1	1	2
OG0019702	1	1	2
OG0019703	2	0	2
OG0019704	1	1	2
OG0019705	1	1	2
OG0019706	1	1	2
OG0019707	2	0	2
OG0019708	2	0	2
OG0019709	1	1	2
OG0019710	1	1	2
OG0019711	2	0	2
OG0019712	1	1	2
OG0019713	1	1	2
OG0019714	1	1	2
OG0019715	1	1	2
OG0019716	1	1	2
OG0019717	1	1	2
OG0019718	1	1	2
OG0019719	1	1	2
OG0019720	1	1	2
OG0019721	1	1	2
OG0019722	1	1	2
OG0019723	1	1	2
OG0019724	1	1	2
OG0019725	1	1	2
OG0019726	2	0	2
OG0019727	1	1	2
OG0019728	1	1	2
OG0019729	1	1	2
OG0019730	1	1	2
OG0019731	1	1	2
OG0019732	1	1	2
OG0019733	1	1	2
OG0019734	1	1	2
OG0019735	1	1	2
OG0019736	1	1	2
OG0019737	1	1	2
OG0019738	1	1	2
OG0019739	1	1	2
OG0019740	1	1	2
OG0019741	1	1	2
OG0019742	1	1	2
OG0019743	1	1	2
OG0019744	1	1	2
OG0019745	1	1	2
OG0019746	1	1	2
OG0019747	1	1	2
OG0019748	1	1	2
OG0019749	1	1	2
OG0019750	1	1	2
OG0019751	1	1	2
OG0019752	1	1	2
OG0019753	1	1	2
OG0019754	1	1	2
OG0019755	1	1	2
OG0019756	1	1	2
OG0019757	1	1	2
OG0019758	1	1	2
OG0019759	1	1	2
OG0019760	1	1	2
OG0019761	1	1	2
OG0019762	1	1	2
OG0019763	1	1	2
OG0019764	1	1	2
OG0019765	1	1	2
OG0019766	1	1	2
OG0019767	1	1	2
OG0019768	1	1	2
OG0019769	1	1	2
OG0019770	1	1	2
OG0019771	1	1	2
OG0019772	1	1	2
OG0019773	2	0	2
OG0019774	1	1	2
OG0019775	1	1	2
OG0019776	1	1	2
OG0019777	1	1	2
OG0019778	1	1	2
OG0019779	1	1	2
OG0019780	1	1	2
OG0019781	1	1	2
OG0019782	1	1	2
OG0019783	1	1	2
OG0019784	1	1	2
OG0019785	2	0	2
OG0019786	1	1	2
OG0019787	1	1	2
OG0019788	1	1	2
OG0019789	1	1	2
OG0019790	1	1	2
OG0019791	1	1	2
OG0019792	1	1	2
OG0019793	1	1	2
OG0019794	1	1	2
OG0019795	1	1	2
OG0019796	1	1	2
OG0019797	1	1	2
OG0019798	1	1	2
OG0019799	1	1	2
OG0019800	1	1	2
OG0019801	1	1	2
OG0019802	1	1	2
OG0019803	1	1	2
OG0019804	1	1	2
OG0019805	1	1	2
OG0019806	1	1	2
OG0019807	2	0	2
OG0019808	1	1	2
OG0019809	1	1	2
OG0019810	1	1	2
OG0019811	1	1	2
OG0019812	2	0	2
OG0019813	1	1	2
OG0019814	1	1	2
OG0019815	1	1	2
OG0019816	1	1	2
OG0019817	1	1	2
OG0019818	1	1	2
OG0019819	1	1	2
OG0019820	1	1	2
OG0019821	1	1	2
OG0019822	1	1	2
OG0019823	1	1	2
OG0019824	1	1	2
OG0019825	1	1	2
OG0019826	1	1	2
OG0019827	1	1	2
OG0019828	1	1	2
OG0019829	1	1	2
OG0019830	1	1	2
OG0019831	1	1	2
OG0019832	2	0	2
OG0019833	2	0	2
OG0019834	2	0	2
OG0019835	2	0	2
OG0019836	1	1	2
OG0019837	1	1	2
OG0019838	1	1	2
OG0019839	2	0	2
OG0019840	1	1	2
OG0019841	1	1	2
OG0019842	2	0	2
OG0019843	1	1	2
OG0019844	1	1	2
OG0019845	1	1	2
OG0019846	1	1	2
OG0019847	1	1	2
OG0019848	1	1	2
OG0019849	1	1	2
OG0019850	1	1	2
OG0019851	1	1	2
OG0019852	1	1	2
OG0019853	1	1	2
OG0019854	1	1	2
OG0019855	1	1	2
OG0019856	1	1	2
OG0019857	1	1	2
OG0019858	1	1	2
OG0019859	1	1	2
OG0019860	1	1	2
OG0019861	1	1	2
OG0019862	2	0	2
OG0019863	1	1	2
OG0019864	1	1	2
OG0019865	2	0	2
OG0019866	2	0	2
OG0019867	2	0	2
OG0019868	1	1	2
OG0019869	1	1	2
OG0019870	1	1	2
OG0019871	1	1	2
OG0019872	2	0	2
OG0019873	1	1	2
OG0019874	2	0	2
OG0019875	1	1	2
OG0019876	1	1	2
OG0019877	1	1	2
OG0019878	1	1	2
OG0019879	1	1	2
OG0019880	1	1	2
OG0019881	1	1	2
OG0019882	1	1	2
OG0019883	1	1	2
OG0019884	1	1	2
OG0019885	1	1	2
OG0019886	1	1	2
OG0019887	1	1	2
OG0019888	2	0	2
OG0019889	2	0	2
OG0019890	2	0	2
OG0019891	2	0	2
OG0019892	1	1	2
OG0019893	1	1	2
OG0019894	1	1	2
OG0019895	1	1	2
OG0019896	1	1	2
OG0019897	1	1	2
OG0019898	1	1	2
OG0019899	2	0	2
OG0019900	1	1	2
OG0019901	2	0	2
OG0019902	2	0	2
OG0019903	1	1	2
OG0019904	1	1	2
OG0019905	1	1	2
OG0019906	1	1	2
OG0019907	2	0	2
OG0019908	2	0	2
OG0019909	1	1	2
OG0019910	1	1	2
OG0019911	1	1	2
OG0019912	1	1	2
OG0019913	1	1	2
OG0019914	1	1	2
OG0019915	1	1	2
OG0019916	1	1	2
OG0019917	1	1	2
OG0019918	1	1	2
OG0019919	1	1	2
OG0019920	1	1	2
OG0019921	1	1	2
OG0019922	1	1	2
OG0019923	1	1	2
OG0019924	1	1	2
OG0019925	1	1	2
OG0019926	1	1	2
OG0019927	1	1	2
OG0019928	1	1	2
OG0019929	1	1	2
OG0019930	1	1	2
OG0019931	2	0	2
OG0019932	1	1	2
OG0019933	1	1	2
OG0019934	1	1	2
OG0019935	1	1	2
OG0019936	1	1	2
OG0019937	2	0	2
OG0019938	1	1	2
OG0019939	1	1	2
OG0019940	1	1	2
OG0019941	1	1	2
OG0019942	1	1	2
OG0019943	1	1	2
OG0019944	1	1	2
OG0019945	1	1	2
OG0019946	1	1	2
OG0019947	2	0	2
OG0019948	1	1	2
OG0019949	1	1	2
OG0019950	1	1	2
OG0019951	1	1	2
OG0019952	1	1	2
OG0019953	1	1	2
OG0019954	1	1	2
OG0019955	1	1	2
OG0019956	1	1	2
OG0019957	1	1	2
OG0019958	1	1	2
OG0019959	1	1	2
OG0019960	1	1	2
OG0019961	1	1	2
OG0019962	1	1	2
OG0019963	1	1	2
OG0019964	2	0	2
OG0019965	1	1	2
OG0019966	1	1	2
OG0019967	1	1	2
OG0019968	2	0	2
OG0019969	1	1	2
OG0019970	1	1	2
OG0019971	1	1	2
OG0019972	2	0	2
OG0019973	1	1	2
OG0019974	2	0	2
OG0019975	1	1	2
OG0019976	1	1	2
OG0019977	1	1	2
OG0019978	1	1	2
OG0019979	1	1	2
OG0019980	1	1	2
OG0019981	1	1	2
OG0019982	1	1	2
OG0019983	1	1	2
OG0019984	1	1	2
OG0019985	1	1	2
OG0019986	1	1	2
OG0019987	2	0	2
OG0019988	1	1	2
OG0019989	1	1	2
OG0019990	1	1	2
OG0019991	1	1	2
OG0019992	1	1	2
OG0019993	1	1	2
OG0019994	1	1	2
OG0019995	1	1	2
OG0019996	1	1	2
OG0019997	1	1	2
OG0019998	1	1	2
OG0019999	1	1	2
OG0020000	1	1	2
OG0020001	2	0	2
OG0020002	1	1	2
OG0020003	1	1	2
OG0020004	1	1	2
OG0020005	1	1	2
OG0020006	1	1	2
OG0020007	1	1	2
OG0020008	1	1	2
OG0020009	1	1	2
OG0020010	1	1	2
OG0020011	1	1	2
OG0020012	1	1	2
OG0020013	1	1	2
OG0020014	1	1	2
OG0020015	1	1	2
OG0020016	1	1	2
OG0020017	1	1	2
OG0020018	1	1	2
OG0020019	1	1	2
OG0020020	1	1	2
OG0020021	1	1	2
OG0020022	1	1	2
OG0020023	1	1	2
OG0020024	1	1	2
OG0020025	1	1	2
OG0020026	1	1	2
OG0020027	1	1	2
OG0020028	1	1	2
OG0020029	1	1	2
OG0020030	1	1	2
OG0020031	1	1	2
OG0020032	1	1	2
OG0020033	1	1	2
OG0020034	1	1	2
OG0020035	1	1	2
OG0020036	1	1	2
OG0020037	1	1	2
OG0020038	1	1	2
OG0020039	1	1	2
OG0020040	1	1	2
OG0020041	1	1	2
OG0020042	1	1	2
OG0020043	1	1	2
OG0020044	1	1	2
OG0020045	1	1	2
OG0020046	1	1	2
OG0020047	1	1	2
OG0020048	1	1	2
OG0020049	1	1	2
OG0020050	1	1	2
OG0020051	1	1	2
OG0020052	1	1	2
OG0020053	1	1	2
OG0020054	1	1	2
OG0020055	1	1	2
OG0020056	1	1	2
OG0020057	1	1	2
OG0020058	2	0	2
OG0020059	1	1	2
OG0020060	1	1	2
OG0020061	2	0	2
OG0020062	2	0	2
OG0020063	2	0	2
OG0020064	1	1	2
OG0020065	1	1	2
OG0020066	1	1	2
OG0020067	1	1	2
OG0020068	1	1	2
OG0020069	1	1	2
OG0020070	2	0	2
OG0020071	2	0	2
OG0020072	1	1	2
OG0020073	1	1	2
OG0020074	1	1	2
OG0020075	2	0	2
OG0020076	1	1	2
OG0020077	2	0	2
OG0020078	2	0	2
OG0020079	2	0	2
OG0020080	2	0	2
OG0020081	2	0	2
OG0020082	1	1	2
OG0020083	2	0	2
OG0020084	1	1	2
OG0020085	1	1	2
OG0020086	1	1	2
OG0020087	1	1	2
OG0020088	1	1	2
OG0020089	1	1	2
OG0020090	1	1	2
OG0020091	1	1	2
OG0020092	1	1	2
OG0020093	1	1	2
OG0020094	1	1	2
OG0020095	1	1	2
OG0020096	1	1	2
OG0020097	1	1	2
OG0020098	1	1	2
OG0020099	2	0	2
OG0020100	2	0	2
OG0020101	2	0	2
OG0020102	1	1	2
OG0020103	1	1	2
OG0020104	1	1	2
OG0020105	1	1	2
OG0020106	1	1	2
OG0020107	1	1	2
OG0020108	1	1	2
OG0020109	1	1	2
OG0020110	1	1	2
OG0020111	1	1	2
OG0020112	1	1	2
OG0020113	1	1	2
OG0020114	1	1	2
OG0020115	1	1	2
OG0020116	1	1	2
OG0020117	2	0	2
OG0020118	2	0	2
OG0020119	2	0	2
OG0020120	2	0	2
OG0020121	1	1	2
OG0020122	1	1	2
OG0020123	1	1	2
OG0020124	1	1	2
OG0020125	1	1	2
OG0020126	1	1	2
OG0020127	1	1	2
OG0020128	2	0	2
OG0020129	1	1	2
OG0020130	1	1	2
OG0020131	1	1	2
OG0020132	1	1	2
OG0020133	1	1	2
OG0020134	1	1	2
OG0020135	1	1	2
OG0020136	1	1	2
OG0020137	1	1	2
OG0020138	1	1	2
OG0020139	1	1	2
OG0020140	1	1	2
OG0020141	1	1	2
OG0020142	1	1	2
OG0020143	1	1	2
OG0020144	1	1	2
OG0020145	1	1	2
OG0020146	1	1	2
OG0020147	1	1	2
OG0020148	1	1	2
OG0020149	2	0	2
OG0020150	1	1	2
OG0020151	1	1	2
OG0020152	1	1	2
OG0020153	1	1	2
OG0020154	1	1	2
OG0020155	1	1	2
OG0020156	1	1	2
OG0020157	1	1	2
OG0020158	1	1	2
OG0020159	1	1	2
OG0020160	1	1	2
OG0020161	1	1	2
OG0020162	1	1	2
OG0020163	1	1	2
OG0020164	2	0	2
OG0020165	2	0	2
OG0020166	1	1	2
OG0020167	1	1	2
OG0020168	1	1	2
OG0020169	1	1	2
OG0020170	1	1	2
OG0020171	2	0	2
OG0020172	1	1	2
OG0020173	1	1	2
OG0020174	1	1	2
OG0020175	2	0	2
OG0020176	2	0	2
OG0020177	1	1	2
OG0020178	1	1	2
OG0020179	1	1	2
OG0020180	1	1	2
OG0020181	1	1	2
OG0020182	1	1	2
OG0020183	1	1	2
OG0020184	1	1	2
OG0020185	2	0	2
OG0020186	1	1	2
OG0020187	1	1	2
OG0020188	1	1	2
OG0020189	1	1	2
OG0020190	1	1	2
OG0020191	1	1	2
OG0020192	1	1	2
OG0020193	1	1	2
OG0020194	1	1	2
OG0020195	1	1	2
OG0020196	1	1	2
OG0020197	1	1	2
OG0020198	1	1	2
OG0020199	1	1	2
OG0020200	1	1	2
OG0020201	1	1	2
OG0020202	1	1	2
OG0020203	1	1	2
OG0020204	1	1	2
OG0020205	1	1	2
OG0020206	1	1	2
OG0020207	1	1	2
OG0020208	1	1	2
OG0020209	1	1	2
OG0020210	1	1	2
OG0020211	1	1	2
OG0020212	2	0	2
OG0020213	2	0	2
OG0020214	2	0	2
OG0020215	1	1	2
OG0020216	1	1	2
OG0020217	1	1	2
OG0020218	1	1	2
OG0020219	1	1	2
OG0020220	2	0	2
OG0020221	1	1	2
OG0020222	1	1	2
OG0020223	1	1	2
OG0020224	1	1	2
OG0020225	2	0	2
OG0020226	1	1	2
OG0020227	1	1	2
OG0020228	1	1	2
OG0020229	1	1	2
OG0020230	1	1	2
OG0020231	1	1	2
OG0020232	1	1	2
OG0020233	1	1	2
OG0020234	1	1	2
OG0020235	1	1	2
OG0020236	1	1	2
OG0020237	1	1	2
OG0020238	1	1	2
OG0020239	1	1	2
OG0020240	1	1	2
OG0020241	1	1	2
OG0020242	1	1	2
OG0020243	1	1	2
OG0020244	1	1	2
OG0020245	1	1	2
OG0020246	1	1	2
OG0020247	1	1	2
OG0020248	1	1	2
OG0020249	1	1	2
OG0020250	1	1	2
OG0020251	1	1	2
OG0020252	1	1	2
OG0020253	1	1	2
OG0020254	2	0	2
OG0020255	1	1	2
OG0020256	1	1	2
OG0020257	2	0	2
OG0020258	1	1	2
OG0020259	1	1	2
OG0020260	1	1	2
OG0020261	1	1	2
OG0020262	1	1	2
OG0020263	1	1	2
OG0020264	1	1	2
OG0020265	1	1	2
OG0020266	1	1	2
OG0020267	1	1	2
OG0020268	1	1	2
OG0020269	1	1	2
OG0020270	1	1	2
OG0020271	2	0	2
OG0020272	2	0	2
OG0020273	1	1	2
OG0020274	1	1	2
OG0020275	1	1	2
OG0020276	1	1	2
OG0020277	1	1	2
OG0020278	1	1	2
OG0020279	2	0	2
OG0020280	1	1	2
OG0020281	1	1	2
OG0020282	1	1	2
OG0020283	2	0	2
OG0020284	1	1	2
OG0020285	1	1	2
OG0020286	1	1	2
OG0020287	1	1	2
OG0020288	1	1	2
OG0020289	2	0	2
OG0020290	1	1	2
OG0020291	1	1	2
OG0020292	2	0	2
OG0020293	1	1	2
OG0020294	1	1	2
OG0020295	1	1	2
OG0020296	1	1	2
OG0020297	1	1	2
OG0020298	1	1	2
OG0020299	1	1	2
OG0020300	1	1	2
OG0020301	1	1	2
OG0020302	1	1	2
OG0020303	1	1	2
OG0020304	1	1	2
OG0020305	1	1	2
OG0020306	1	1	2
OG0020307	2	0	2
OG0020308	2	0	2
OG0020309	1	1	2
OG0020310	2	0	2
OG0020311	2	0	2
OG0020312	2	0	2
OG0020313	2	0	2
OG0020314	2	0	2
OG0020315	1	1	2
OG0020316	1	1	2
OG0020317	1	1	2
OG0020318	1	1	2
OG0020319	2	0	2
OG0020320	1	1	2
OG0020321	1	1	2
OG0020322	1	1	2
OG0020323	1	1	2
OG0020324	1	1	2
OG0020325	1	1	2
OG0020326	1	1	2
OG0020327	1	1	2
OG0020328	1	1	2
OG0020329	1	1	2
OG0020330	1	1	2
OG0020331	1	1	2
OG0020332	1	1	2
OG0020333	1	1	2
OG0020334	1	1	2
OG0020335	1	1	2
OG0020336	1	1	2
OG0020337	1	1	2
OG0020338	1	1	2
OG0020339	1	1	2
OG0020340	1	1	2
OG0020341	1	1	2
OG0020342	1	1	2
OG0020343	2	0	2
OG0020344	2	0	2
OG0020345	1	1	2
OG0020346	2	0	2
OG0020347	2	0	2
OG0020348	1	1	2
OG0020349	1	1	2
OG0020350	1	1	2
OG0020351	1	1	2
OG0020352	1	1	2
OG0020353	1	1	2
OG0020354	1	1	2
OG0020355	1	1	2
OG0020356	2	0	2
OG0020357	1	1	2
OG0020358	1	1	2
OG0020359	1	1	2
OG0020360	1	1	2
OG0020361	1	1	2
OG0020362	1	1	2
OG0020363	1	1	2
OG0020364	1	1	2
OG0020365	1	1	2
OG0020366	1	1	2
OG0020367	1	1	2
OG0020368	1	1	2
OG0020369	1	1	2
OG0020370	1	1	2
OG0020371	1	1	2
OG0020372	1	1	2
OG0020373	1	1	2
OG0020374	1	1	2
OG0020375	1	1	2
OG0020376	1	1	2
OG0020377	2	0	2
OG0020378	1	1	2
OG0020379	1	1	2
OG0020380	1	1	2
OG0020381	1	1	2
OG0020382	1	1	2
OG0020383	1	1	2
OG0020384	2	0	2
OG0020385	1	1	2
OG0020386	1	1	2
OG0020387	1	1	2
OG0020388	1	1	2
OG0020389	1	1	2
OG0020390	1	1	2
OG0020391	1	1	2
OG0020392	1	1	2
OG0020393	1	1	2
OG0020394	1	1	2
OG0020395	1	1	2
OG0020396	1	1	2
OG0020397	1	1	2
OG0020398	1	1	2
OG0020399	1	1	2
OG0020400	1	1	2
OG0020401	1	1	2
OG0020402	1	1	2
OG0020403	1	1	2
OG0020404	1	1	2
OG0020405	1	1	2
OG0020406	1	1	2
OG0020407	1	1	2
OG0020408	1	1	2
OG0020409	1	1	2
OG0020410	1	1	2
OG0020411	1	1	2
OG0020412	1	1	2
OG0020413	1	1	2
OG0020414	1	1	2
OG0020415	1	1	2
OG0020416	1	1	2
OG0020417	1	1	2
OG0020418	1	1	2
OG0020419	2	0	2
OG0020420	1	1	2
OG0020421	1	1	2
OG0020422	1	1	2
OG0020423	1	1	2
OG0020424	1	1	2
OG0020425	1	1	2
OG0020426	1	1	2
OG0020427	1	1	2
OG0020428	1	1	2
OG0020429	1	1	2
OG0020430	1	1	2
OG0020431	1	1	2
OG0020432	1	1	2
OG0020433	1	1	2
OG0020434	1	1	2
OG0020435	1	1	2
OG0020436	2	0	2
OG0020437	1	1	2
OG0020438	1	1	2
OG0020439	1	1	2
OG0020440	1	1	2
OG0020441	1	1	2
OG0020442	1	1	2
OG0020443	1	1	2
OG0020444	1	1	2
OG0020445	1	1	2
OG0020446	2	0	2
OG0020447	2	0	2
OG0020448	1	1	2
OG0020449	1	1	2
OG0020450	1	1	2
OG0020451	1	1	2
OG0020452	1	1	2
OG0020453	2	0	2
OG0020454	2	0	2
OG0020455	1	1	2
OG0020456	1	1	2
OG0020457	1	1	2
OG0020458	1	1	2
OG0020459	2	0	2
OG0020460	2	0	2
OG0020461	1	1	2
OG0020462	1	1	2
OG0020463	1	1	2
OG0020464	1	1	2
OG0020465	1	1	2
OG0020466	1	1	2
OG0020467	1	1	2
OG0020468	1	1	2
OG0020469	1	1	2
OG0020470	1	1	2
OG0020471	1	1	2
OG0020472	1	1	2
OG0020473	1	1	2
OG0020474	1	1	2
OG0020475	1	1	2
OG0020476	1	1	2
OG0020477	1	1	2
OG0020478	1	1	2
OG0020479	1	1	2
OG0020480	1	1	2
OG0020481	1	1	2
OG0020482	1	1	2
OG0020483	1	1	2
OG0020484	1	1	2
OG0020485	1	1	2
OG0020486	1	1	2
OG0020487	1	1	2
OG0020488	1	1	2
OG0020489	1	1	2
OG0020490	1	1	2
OG0020491	1	1	2
OG0020492	1	1	2
OG0020493	2	0	2
OG0020494	1	1	2
OG0020495	1	1	2
OG0020496	1	1	2
OG0020497	1	1	2
OG0020498	1	1	2
OG0020499	1	1	2
OG0020500	1	1	2
OG0020501	1	1	2
OG0020502	1	1	2
OG0020503	1	1	2
OG0020504	1	1	2
OG0020505	1	1	2
OG0020506	1	1	2
OG0020507	1	1	2
OG0020508	2	0	2
OG0020509	2	0	2
OG0020510	1	1	2
OG0020511	1	1	2
OG0020512	1	1	2
OG0020513	1	1	2
OG0020514	1	1	2
OG0020515	1	1	2
OG0020516	1	1	2
OG0020517	1	1	2
OG0020518	1	1	2
OG0020519	1	1	2
OG0020520	1	1	2
OG0020521	1	1	2
OG0020522	1	1	2
OG0020523	1	1	2
OG0020524	1	1	2
OG0020525	1	1	2
OG0020526	1	1	2
OG0020527	1	1	2
OG0020528	1	1	2
OG0020529	1	1	2
OG0020530	1	1	2
OG0020531	1	1	2
OG0020532	1	1	2
OG0020533	1	1	2
OG0020534	2	0	2
OG0020535	1	1	2
OG0020536	1	1	2
OG0020537	1	1	2
OG0020538	1	1	2
OG0020539	1	1	2
OG0020540	1	1	2
OG0020541	1	1	2
OG0020542	1	1	2
OG0020543	1	1	2
OG0020544	1	1	2
OG0020545	2	0	2
OG0020546	1	1	2
OG0020547	1	1	2
OG0020548	1	1	2
OG0020549	1	1	2
OG0020550	1	1	2
OG0020551	1	1	2
OG0020552	1	1	2
OG0020553	1	1	2
OG0020554	1	1	2
OG0020555	1	1	2
OG0020556	1	1	2
OG0020557	1	1	2
OG0020558	1	1	2
OG0020559	1	1	2
OG0020560	1	1	2
OG0020561	1	1	2
OG0020562	1	1	2
OG0020563	1	1	2
OG0020564	1	1	2
OG0020565	1	1	2
OG0020566	1	1	2
OG0020567	1	1	2
OG0020568	1	1	2
OG0020569	2	0	2
OG0020570	1	1	2
OG0020571	1	1	2
OG0020572	1	1	2
OG0020573	1	1	2
OG0020574	1	1	2
OG0020575	1	1	2
OG0020576	1	1	2
OG0020577	2	0	2
OG0020578	1	1	2
OG0020579	2	0	2
OG0020580	1	1	2
OG0020581	1	1	2
OG0020582	1	1	2
OG0020583	1	1	2
OG0020584	1	1	2
OG0020585	1	1	2
OG0020586	1	1	2
OG0020587	1	1	2
OG0020588	1	1	2
OG0020589	1	1	2
OG0020590	1	1	2
OG0020591	1	1	2
OG0020592	1	1	2
OG0020593	1	1	2
OG0020594	1	1	2
OG0020595	1	1	2
OG0020596	1	1	2
OG0020597	1	1	2
OG0020598	1	1	2
OG0020599	1	1	2
OG0020600	1	1	2
OG0020601	1	1	2
OG0020602	1	1	2
OG0020603	1	1	2
OG0020604	1	1	2
OG0020605	1	1	2
OG0020606	1	1	2
OG0020607	1	1	2
OG0020608	1	1	2
OG0020609	1	1	2
OG0020610	1	1	2
OG0020611	2	0	2
OG0020612	1	1	2
OG0020613	1	1	2
OG0020614	1	1	2
OG0020615	1	1	2
OG0020616	1	1	2
OG0020617	1	1	2
OG0020618	1	1	2
OG0020619	1	1	2
OG0020620	1	1	2
OG0020621	1	1	2
OG0020622	1	1	2
OG0020623	1	1	2
OG0020624	1	1	2
OG0020625	1	1	2
OG0020626	1	1	2
OG0020627	1	1	2
OG0020628	1	1	2
OG0020629	2	0	2
OG0020630	2	0	2
OG0020631	2	0	2
OG0020632	1	1	2
OG0020633	1	1	2
OG0020634	1	1	2
OG0020635	2	0	2
OG0020636	1	1	2
OG0020637	1	1	2
OG0020638	1	1	2
OG0020639	1	1	2
OG0020640	1	1	2
OG0020641	1	1	2
OG0020642	1	1	2
OG0020643	1	1	2
OG0020644	1	1	2
OG0020645	1	1	2
OG0020646	1	1	2
OG0020647	1	1	2
OG0020648	1	1	2
OG0020649	1	1	2
OG0020650	1	1	2
OG0020651	1	1	2
OG0020652	1	1	2
OG0020653	1	1	2
